ak|4
alain|5
aland|8
alan|4
albany|5
albeit|6
alberta|39
albert|4
albrecht|7
album|3
albuquerque|4
alderman|7
aldershot|3
alderuccio|4
alegria|5
alejandro|4
alerts|5
alessandro|4
alexa@darmstadt.gmd.de|3
alexander|14
alexa|12
alexios|3
alexis|3
alfred|7
algebra|3
algorithmic|8
algorithmization|3
algorithms|25
algorithm|51
alia|3
alicante|7
alice|23
alien|3
aligned|17
aligning|12
alignment|12
align|4
alii|3
alike|17
alive|6
allan|4
alla|4
allc|866
alleged|3
allegorical|3
allegro|4
allen|61
alleviate|5
alleyways|3
alliance|4
allied|6
alliteration|5
allocated|6
allocation|3
allotted|3
allot|3
allowance|3
allowed|36
allowing|50
allows|259
allow|206
alludes|4
allusions|13
allusion|5
all|1024
almost|94
aloisianum|3
alone|50
alongside|11
along|81
alors|8
alphabetically|4
alphabetical|13
alphabetic|3
alphabetized|3
alphabetizing|3
alphabet|19
alphanumeric|4
alpha|10
already|140
also|1019
als|5
altaic|3
altavista|9
altenberg|6
alterations|3
alteration|3
altered|9
altering|6
alternate|10
alternations|4
alternatively|6
alternatives|7
alternative|67
alter|11
although|200
althusser|4
altmann|4
altogether|5
alto|6
alt|4
alumni|5
alvarado|8
always|106
al|243
amalgamated|4
amalgam|4
amal|88
amanuenses|5
amass|4
amateur|7
amazing|4
amazoncom|3
ambiguities|19
ambiguity|36
ambiguous|23
ambitions|5
ambition|6
ambitious|20
ambivalent|4
ambroso|4
amc|3
amenable|4
amended|5
americanized|3
american|155
america|39
amherst|3
amico|11
amid|3
amit@ccs.uky.edu|3
amit|3
amongst|18
among|211
amounted|3
amounts|32
amount|68
ample|5
amplification|3
amply|3
amsterdam|29
amuse|3
amy|3
am|29
amèneront|4
amène|5
anagrams|7
analisi|4
analogies|4
analogous|11
analogues|4
analogue|4
analogy|11
analog|3
analysed|30
analyser|8
analyses|88
analyse|28
analysing|19
analysis|935
analyst|14
analytical|63
analytic|19
analyzed|37
analyzer|12
analyzes|5
analyze|38
analyzing|14
anapests|3
anaphora|7
anaphoric|4
anastasia|40
anat|3
ancestors|5
ancestor|6
ancestry.com|3
anchored|3
anchor|4
ancient|46
ancillary|3
anc|8
andersen|4
anderson|108
andreas.witt@uni-bielefeld.de|4
andreas|5
andrea|15
andreev|3
andrew|22
andrés|4
andré|7
andsvg|3
anecdotal|7
anecdotes|4
angekündigt|3
angeles|5
angelika|3
angel|3
angles|3
angle|5
anglophones|4
anglo|7
anhand|3
animal|4
animated|19
animate|4
animations|11
animation|58
annals|6
anna|6
annex|4
anne|23
annotated|98
annotate|13
annotating|9
annotations|58
annotation|242
annotative|6
annotators|5
annotator|5
announced|6
announcements|3
announcement|3
announcing|4
annual|34
annyeonhaseyo|3
ann|28
années|4
anomalies|4
anomalous|3
anonymous|20
another|254
anshen|5
ansi|3
answered|13
answering|5
answers|28
answer|66
ans|6
anteposition|3
anthologies|6
anthology|9
anthony|5
anthropological|5
anthropologist|3
anthropology|28
anthropomorph|3
anticipated|20
anticipate|13
anticipation|4
antioch|3
antipolis|4
antiquity|4
antiquus|6
anti|9
antoinette|3
antonia|9
antonio|6
antonyms|5
antonymy|3
antwerp|3
antworth|4
antécédent|4
anwendung|4
anxiety|7
anymore|5
anyone|20
anything|28
anyway|8
anywhere|10
any|506
apace|3
apache|13
apartheid|3
apart|28
aperçu|4
aphasic|3
aphorisms|8
aphorism|4
api|7
apologia|3
apostate|3
apostrophes|4
apparaissent|3
apparatuses|6
apparatus|65
apparaît|4
apparently|10
apparent|31
appartient|3
appealing|8
appeal|7
appearances|3
appearance|30
appeared|29
appearing|8
appears|65
appear|110
appendices|4
appendix|7
applets|9
applet|8
applicability|7
applicable|19
applicants|4
applications|187
application|298
applicazioni|3
applied|151
applies|17
appliqués|3
applying|48
apply|50
appointed|3
appointee|4
appointments|5
appointment|23
apporter|3
apportés|3
appraisal|3
appreciated|6
appreciate|6
appreciation|3
apprehensions|3
apprehension|3
apprenants|7
apprentissages|5
apprentissage|8
approached|10
approaches|127
approaching|7
approach|370
approches|4
approfondie|3
appropriately|15
appropriateness|3
appropriate|145
appropriation|3
approval|18
approximately|35
approximate|8
approx|5
appuya|3
app|27
april|27
après|5
apt|10
aqua|3
arabic|7
arai|3
aramaic|4
arbeitet|3
arbiter|4
arbitrarily|7
arbitrary|28
arbor|21
arcane|4
archaeological|39
archaeologists|4
archaeologist|3
archaeology|53
archeological|7
archeology|4
arching|3
architects|8
architectural|84
architectures|42
architecture|146
architect|5
archival|67
archived|7
archives|135
archive|233
archiving|20
archivists|20
archon|3
arcs|3
arcus|3
arc|4
ard|4
areas|107
area|123
aren't|4
argamon|5
arguably|10
argued|21
argues|15
argue|57
arguing|6
argumentative|10
arguments|37
argument|59
arg|12
aries|6
arikara|3
arisen|4
arises|14
arise|25
arising|4
aristotelian|3
arithmetical|3
arland|3
arlis|3
armchair|4
armed|3
arms|4
arne|3
arnheim|5
arnold|11
aronoff|6
arose|6
around|79
arouse|3
arpa|3
arranged|20
arrangements|7
arrangement|14
arrange|4
arranging|3
arrays|4
array|9
arrests|3
arrivals|3
arrived|8
arrives|4
arrive|9
arrows|5
arrow|3
artd|3
artefacts|8
artefact|4
artfl|41
arthur|15
articles|85
article|60
articulated|6
articulate|6
articulating|4
articulation|6
artifacts|20
artifact|17
artificial|25
artifitium|3
artistic|17
artists|10
artist|8
artlessly|3
artstor|5
arts|104
artwork|3
art|167
asbury|4
ascertaining|3
ascertain|5
ascii|22
ashenfelter|4
asian|23
asia|7
aside|12
asked|43
asking|12
asks|4
ask|42
aspects|112
aspect|48
aspirations|4
aspires|3
asp|5
assassination|4
assa|3
assembled|8
assemble|10
assembling|8
assembly|3
asserted|4
assertions|4
assertion|6
asserts|6
assert|5
assessed|9
assesses|6
assessing|18
assessment|34
assess|14
assez|6
assigned|46
assigning|18
assignments|33
assignment|21
assign|13
assimilated|4
assistance|19
assistants|18
assistant|15
assisted|58
assiste|3
assisting|4
assists|6
assist|30
associated|115
associates|14
associate|14
associating|3
associations|23
association|84
associative|5
associées|3
assonance|3
assumed|23
assumes|10
assume|31
assuming|11
assumptions|50
assumption|33
assurance|6
assured|4
assure|3
aster|23
asymetrix|3
asymmetry|3
asynchronous|15
ate|12
athens|83
atkins|6
atlanta|3
atlantic|13
atlas.ti|3
atlasses|3
atlas|10
atnah|3
atomize|3
atouts|3
attached|15
attaching|4
attach|6
attacked|3
attacks|3
attack|3
attainments|3
attaway|8
attempted|22
attempting|15
attempts|52
attempt|78
attendant|4
attended|6
attendee|5
attending|9
attend|10
attention|79
attested|5
attitudes|10
attitude|6
atti|5
attracted|9
attractive|13
attract|6
attribuerons|3
attributed|21
attributes|86
attribute|96
attributing|8
attributional|4
attributions|4
attribution|159
attr|4
atudies|3
atypicality|3
aucune|3
audiance|3
audiences|21
audience|76
audio|62
aud|3
aufbau|3
auf|9
augmented|5
augmenting|6
augment|21
augsburg|4
augustae|4
augustan|4
augusta|4
augustine|5
augusto|3
augustus|4
august|34
aug|10
auml|3
auquel|3
aural|4
aureate|3
auspices|4
aussi|16
austen|7
austin|14
australian|25
australia|6
austrian|43
austria|5
auswertung|3
aus|3
autant|3
auteur|3
authenticated|5
authenticity|11
authentic|13
authored|6
authorial|44
authoring|74
authoritative|12
authorities|6
authority|42
authorized|3
authorship|258
authors|202
author|209
autobiographical|3
autodidactic|3
autograph|4
automata|6
automated|45
automate|11
automatically|89
automatic|110
automating|6
automation|8
automatiquement|5
automatique|5
automobiles|4
automobile|4
autonomously|3
autonomous|5
autoradiogram|6
autor|3
auto|4
autrement|5
autres|9
autre|10
autumn|8
auxiliary|4
aux|33
au|82
availability|22
available|415
availed|3
avail|3
avait|4
avancé|3
avantage|3
avant|13
avatar|6
avec|24
avenues|4
averaged|6
average|47
averaging|4
avg|3
avis|4
aviv|3
avoided|6
avoiding|8
avoid|22
avoir|5
avons|12
awaiting|3
awarded|11
awards|5
award|10
awareness|24
aware|36
away|45
awkward|6
awk|6
axes|10
axioms|4
axis|7
ayant|5
ayton|3
aîné|4
b.levin|4
baayen@mpi.nl|6
baayen|67
babble|3
babel|3
bacchus|4
backbone|6
backed|3
backend|6
backgrounds|4
background|84
backroom|3
backtracking|3
backwards|5
backward|7
back|115
badge|3
bad|10
baecker|5
bafflement|3
bag|4
bahr|3
bailey|7
baillon|3
baker|30
bakhtin|27
balanced|17
balances|4
balance|24
balancing|5
balding|4
balises|3
balise|8
ballads|24
ballet|3
ball|4
balogh|3
baltimore|26
balzac|5
bancroft|9
bands|5
bandwidth|3
bane|3
bangor|5
banks|12
bank|9
banque|5
baranov|3
barash|4
barbara|15
barbatsis|3
barbeque|8
barber|3
barbusse|3
barcelona|6
bard|5
bare|4
barfuth|3
baritone|3
bari|6
barker|6
barnard|9
barnbrook|3
barnes|5
barnstead|3
barometer|3
baron|3
barrel|4
barrette|5
barrett|3
barriers|4
barrier|6
barry|3
barthes|4
bartleby|3
bar|10
basart|5
based|853
baseline|5
bases|11
base|158
basically|10
basics|8
basic|170
basile|4
basin|3
basis|156
baskervilles|7
basle|3
basque|26
bass|13
bas|6
batches|4
batch|8
bateson|3
bath|13
battestin|4
battles|7
battle|4
bauer|5
bauman|10
baum|3
bayer|4
bayesian|4
bays|4
bay|19
ba|4
bbordalejo@dmu.ac.uk|3
bcd|7
bce|4
beach|5
beacon|4
beal|3
beamte|3
beare|4
bearing|11
bearman|5
bears|4
bear|8
beast|4
beatty|3
beauties|4
beaven|4
became|36
because|305
beckett|24
beckwith|4
beck|7
becomes|61
become|118
becoming|19
bed|6
beeing|3
been|925
beesley|3
bee|4
beforehand|6
before|142
began|56
beginners|6
beginner|3
beginnings|3
beginning|77
begins|18
begin|57
begun|31
behave|12
behavioral|7
behaviors|14
behavior|24
behaviour|17
behind|41
behrendt|3
beim|5
beings|7
being|349
beispiel|3
bei|3
belgium|6
belief|9
believed|9
believes|5
believe|78
belkin|4
bellow|5
bell|5
belonged|5
belonging|15
belongs|14
belong|13
below|55
belphegor|4
belyaev|4
benchmarking|9
benchmark|22
beneath|6
benedicto|3
beneficial|9
benefits|38
benefit|32
benito|5
benjamins|9
benjamin|12
bennett|3
benney|3
benskin|4
bensoussan|3
bentivo@irst.itc.it|3
bentivogli|5
benutzermitteilungen|3
ben|14
beowulf|19
bergenholtz|3
bergen|136
bergin|3
bergstrom|4
berichte|3
berkeley|41
berkemeyer|3
berkley|5
berliner|3
berlin|34
berlusconi|3
bernanos|5
bernard|5
berners|5
berne|3
bernhardt|7
bernstein|9
bertelsmann|3
berthold|4
bertolt|3
bertsolaritza|7
beset|3
besides|18
besoins|3
besoin|4
besozzi|4
bestimmung|3
best|146
beta|21
bethany|6
betrachtete|3
better|103
between|723
beyond|94
bezzossi|3
bharathi|3
bhatia|3
biases|6
bias|9
bia|5
bibby|3
bibelgesellschaft|3
biber|20
bible|24
biblical|13
bibliographically|3
bibliographical|29
bibliographic|83
bibliographies|21
bibliographiques|3
bibliographisches|3
bibliography|91
bibliometric|3
bibliopolis|3
biblioteca|11
bibliothèque|10
bibref|4
bids|3
bid|3
bielefeld|9
bienveillant|3
bien|21
bigger|8
biggest|14
biggs|6
bigram|5
big|15
bildungsroman|7
bilingual|28
billion|4
bill|6
binarised|3
binary|11
binding|5
bingler|3
binomials|29
binomial|11
binongo|15
binsted|3
biographical|22
biographies|16
biography|20
biological|4
biology|5
biostatistics|3
birckbichler|3
birds|5
bird|7
birgit|3
birmingham|11
birnbaum|6
birth|16
bis|3
bitmaps|3
bitterest|3
bit|18
bi|6
bjc|5
bjørnson|3
blackboard|3
blackmail|4
blackwell|11
black|21
blair|5
blake|30
blanchard|8
blanks|5
blank|4
blazes|3
blending|5
blends|3
blend|5
bleu|3
blind|10
bliss|3
blocks|24
block|14
blood|3
bloomington|8
blount|3
blouse|4
blueprints|3
blue|5
blumson|3
blunt|3
blurs|4
bm|3
bnc|25
bn|3
boards|4
board|17
boat|5
bob|5
boccaccio|51
bodhidharma|5
bodies|20
body.owner|3
body|64
boeder|3
boehm|6
bog|4
bolasco|10
bold|10
boleyn|4
bologna|9
bolonian|4
bolshakova|4
bolter|9
bolt|4
bombed|3
bonaventura|22
bond|3
bonelli|5
bonnefis|9
bonnici|5
bonn|10
bonza|10
booch|6
boogaart|3
bookmarks|5
bookmark|3
bookstores|3
books|142
book|156
boolean|9
boosted|3
booth|3
bordalejo|6
bordeleau|3
borders|7
border|4
borges|4
borland|3
borne|3
bornstein|6
born|7
borrowed|4
borrowing|6
borràs|5
bosak|5
boss|3
boston|32
both|613
bottomless|3
bottom|33
boundaries|39
boundary|11
bounded|3
bound|23
bourret|3
bourrigault|3
boutade|3
bout|4
bowen|3
bowers|5
bowker|4
bow|4
boxplots|4
box|5
boyfriend|3
boys|3
boy|5
bracey|4
bracketed|4
brackets|9
bradford|5
bradley|22
braeuer|4
brahe|4
brainerd|3
brains|3
brain|6
braithwaite|7
branches|3
branching|5
branch|11
brandenburg|4
brandy|5
brasil|3
bravo|3
bray|6
bra|3
breach|3
breadth|13
breakdown|5
breaking|7
breaks|5
break|15
breatnach|3
breeds|3
breiteneder|3
bremond|3
brenner|5
breth|6
brevity|6
brewster|3
brian|8
bridge|16
bridging|4
briefly|32
brief|47
briggs|3
brigham|3
brighton|4
brilliant|5
brill|4
bringing|25
brings|22
bring|49
bristol|10
britain|8
british|89
brittain|5
britto|4
broadcasting|5
broadcast|13
broaden|3
broader|30
broadly|24
broadway|4
broad|45
brockden|9
brod|4
broek|4
broken|8
broker|3
brolcháin|3
bronte|4
brooks|3
brook|7
brothers|3
brother|4
broughton|5
brought|38
brown|123
browsable|5
browsed|3
browsers|44
browser|89
browse|12
browsing|47
brucerob|6
bruce|4
bruckman|7
brugger|5
bruneseaux|3
brunner|3
brunswick|3
brusilovsky|9
bryan|3
br|5
brüder|4
brüggemann|3
bst|3
buckett|6
buckley|3
budapest|9
buddhist|11
budgeting|3
budgets|6
budget|16
buffer|7
bugs|3
builders|4
builder|13
buildings|14
building|139
builds|15
build|101
built|79
buisan|3
bulgarian|10
bulgaria|6
bulk|6
bulletin|13
bullet|3
bumbling|3
bundle|5
bundling|3
burbules|3
burch|4
burden|6
bureaucratic|3
bureau|4
burgos|5
burial|3
burnard|58
burn|3
burrows|90
burr|3
busa|8
bush|8
businessweek|3
business|19
butlerman|3
butler|22
buts|3
buttons|17
button|8
buzzetti|47
bv.htm|5
bv|15
bx|3
bypass|3
bytes|8
byte|17
byzantine|19
b|248
bénard|4
bøe|4
c'est|24
c.m.sperberg|3
c.warwick@sheffield.ac.uk|4
cabin|3
cacher|4
cackled|3
cadre|7
cad|6
caetius|3
cagle|4
cahiers|5
cahier|38
caiw|13
cai|3
calculated|16
calculate|11
calculating|5
calculations|4
calculation|4
calculus|3
calgary|4
calibrated|3
calico|3
california|52
called|119
calling|3
calls|21
call|60
cals|3
calvino|4
calvi|13
calzolari|10
cal|6
cambridge|122
cameras|3
camera|15
cameron|6
came|31
campagne|4
campaign|3
campanella|3
campbell|5
campe|3
campinas|4
campuses|4
campus|33
camuglia|3
camus|6
can't|6
canada|37
canadian|12
canals|3
canberra|4
cancellation|3
candidates|13
candidate|17
canned|3
cannot|146
canonical|14
canonicity|3
canons|9
canon|12
cantara|3
canterbury|35
cantillation|23
cantos|6
canto|5
canvas|3
can|1816
caos|3
capabilities|56
capability|8
capable|35
capacities|3
capacity|19
cape|13
capitalization|3
capitalize|4
capital|15
captioning|4
captions|4
captured|21
captures|7
capture|55
capturing|28
caractère|6
caractéristiques|4
cardiff|3
cards|7
card|6
careers|9
career|8
carefully|35
careful|17
cares|6
carey|4
care|16
carlos|3
carlo|6
carl|11
carnegie|21
carney|5
carocci|3
carole|8
carolina|15
carolingians|4
caroll|3
carol|5
carpet|5
carrell|8
carried|65
carrier|3
carries|7
carroll|7
carrying|8
carry|29
carteret|4
carter|8
carthage|6
cartographic|3
cartoon|7
carving|8
carwin|23
caryl|3
car|8
cascades|3
cases|133
case|318
cash|3
cassette|3
cassius|8
castle|9
castrillo|3
casts|3
cast|4
cas|13
catalan|4
cataloged|9
catalogers|11
cataloger|4
cataloging|20
catalogs|42
catalogued|5
cataloguers|3
cataloguer|3
catalogues|23
catalogue|54
cataloguing|22
catalog|44
catalunya|7
catchwords|4
categorically|3
categories|114
categorisation|5
categorization|32
categorized|8
categorize|4
category|56
caterpillars|5
caterpillar|8
cater|5
catherine_goodall@brown.edu|3
catherine|10
catholics|3
catholic|9
cati|3
caton|13
catégories|3
caudit|3
causality|3
causal|5
caused|19
causes|9
cause|26
causing|4
caveats|3
cave|7
cayless|3
ca|24
cbeta|6
cbir|3
cca|3
cce|3
cch|17
ccpn|4
ccp|4
ccssk|4
cc|4
cdf|3
cdrom|3
cds|7
cd|114
cease|3
ceci|4
cela|5
celebrate|3
celex|3
cellar|15
celles|3
celle|4
celtic|3
celui|6
cengpwunun|3
census|4
centeredness|3
centered|24
centers|16
center|116
centralised|7
centralized|15
centrally|7
central|98
centred|8
centres|11
centre|107
centric|18
centroid|7
centrum|3
centuries|36
century|195
cent|11
cependant|7
certaines|6
certainly|30
certains|17
certainty|11
certain|172
certificate|4
certitude|3
cervantes|14
cesko|3
ces|25
ceth|10
cette|25
cet|14
ceux|3
ce|66
cfr|10
cf|40
cgi|22
chacun|3
chadwyck|9
chafe|4
chains|8
chain|16
chairs|3
chair|24
challenged|5
challenges|94
challenge|82
challenging|29
chambers|3
chameau|3
champaign|14
champion|6
champ|4
chances|8
chance|25
chandler|4
changed|30
changement|6
changes|107
change|116
changing|44
channels|9
chanod|4
chanson|4
chaos|11
chaotiques|3
chapel|25
chapman|5
chapters|30
chapter|68
chaque|12
characterised|5
characterise|4
characteristics|85
characteristic|52
characterization|3
characterized|8
characterize|10
characterizing|4
characters|130
character|132
charged|10
charges|3
charge|3
charitable|3
charles|35
charlottesville|193
charmingly|3
charms|7
charrette|12
chartier|4
charts|6
chart|3
chasm|4
chateaubriand|3
chatsworth|3
chatterjee|88
chat|14
chaucer|7
chaudron|3
chc|9
cheaply|3
cheating|4
checked|13
checker|4
checking|33
checklist|7
checks|6
check|26
chemical|5
cheminement|4
chemists|3
chen@gslis.uexas.edu|3
chen|4
chercheurs|4
cherche|3
chernaik|4
cherry|3
cheshire|3
chesnutt|6
chesterfield|4
chester|3
chet|8
cheveux|5
chez|5
chiasmus|4
chicago|92
chickering|4
chief|11
chien|3
childhood|3
children|33
child|22
china|6
chinese|71
ching|4
chirographic|3
chitashvili|6
chi|18
choices|52
choice|73
choisissent|3
choisi|4
choix|10
choi|3
chomsky|6
choose|43
choosing|21
choreography|3
chosen|104
chose|16
christiana|11
christiane|4
christian|124
christine|8
christmann|7
christodoulakis|3
christopher|15
christoph|13
christ|3
chris|14
chronicle|3
chronicling|3
chronologically|5
chronological|34
chronologies|6
chronology|38
chron|14
chua|5
chum|5
chung|5
chunking|5
chunks|8
chunk|6
church|21
chute|3
ch|6
cibit.unipi.it|3
cibles|3
cichorius|3
cide|3
cidoc|6
cigarran|3
cimi|3
cincinnati|5
cinematic|8
cinema|17
cinéma|3
cioran|3
cipriani|3
circa|3
circles|4
circle|6
circulated|5
circulation|9
circumstances|15
circumstance|4
circumventing|5
circus|3
cis|3
citations|16
citation|14
cited|34
cite|8
cities|7
citing|15
citizen|4
city|36
cités|3
civic|5
civilizations|4
civilization|3
civil|10
cixous|10
ci|12
cj|4
claimants|3
claimed|6
claims|13
claim|25
claire|12
clal|6
clamp|3
clara|8
clarendon|35
clarified|3
clarify|14
clarity|11
clarke|4
clark|13
clash|3
clasroom|3
classed|3
classes|147
classical|75
classics|14
classic|15
classifications|18
classification|119
classified|36
classifiers|4
classifier|6
classifies|6
classifying|9
classify|18
classlist|4
classrooms|15
classroom|89
class|193
claude|3
claudio|3
claus.huitfeldt@hit.uib.no|6
clauses|25
clause|22
claus|33
clayton|3
cleaning|4
cleanly|8
cleanup|9
clean|17
clearer|13
clearly|81
clear|125
clemens|5
clements|7
clemons|3
clergymen|3
clerical|5
cleverdon|4
cleverness|3
clicked|3
clicking|12
click|26
clients|8
client|39
clifford|3
cliffs|3
cliff|4
climax|3
clings|3
clinic|5
clips|9
clip|9
clir|4
clive|8
cloacal|3
closed|22
closely|71
closeness|9
closer|35
closest|9
closet|4
close|76
closing|8
closure|7
clothes|5
club|5
clues|10
clue|5
cluny|3
clustering|14
clusters|8
cluster|37
cl|5
cmsmcq@acm.org|6
cm|5
cnri|3
cnrs|8
cnr|7
cn|3
coalescence|3
coalition|3
coarse|4
coast|4
cobuild|10
cocoa|6
cocomo|9
cocoon|15
cocteau|15
codage|15
codd|4
coded|15
coders|4
codes|47
codex|8
code|96
codification|5
codifying|3
coding|22
cod|16
coefficient|11
coeur|5
coexistence|4
coffeehouses|3
coffee|3
coffman|4
cognitif|4
cognition|15
cognitives|3
cognitive|64
cohen|8
coherence|17
coherently|3
coherent|28
cohesion|7
cohesive|6
coiled|3
coincidence|8
coincide|4
coin|6
coleridge|9
coling|11
colin|7
collaborated|4
collaborate|8
collaborating|7
collaborations|8
collaboration|82
collaboratively|5
collaborative|93
collaborators|7
collapsed|3
collated|6
collate|18
collations|7
collation|33
colleagues|32
colleague|6
collected|37
collecting|23
collections|222
collection|232
collectively|8
collective|16
collectors|7
collects|6
collect|22
colleges|20
college|163
collini|3
collins|7
collin|6
collocated|4
collocates|11
collocational|11
collocations|42
collocation|25
colloquial|4
colloquia|3
colloquium|3
coll|10
colonial|4
colonna|3
colon|7
colophon|3
colorado|3
colorize|3
colors|5
color|25
colourful|4
colours|4
colour|12
colt|9
columbia|19
columns|25
column|32
colères|3
combien|3
combinations|30
combination|73
combinatory|3
combined|39
combines|14
combine|40
combining|34
comedia|4
comedy|13
comes|48
come|76
comfortable|13
comforting|4
comfort|4
comic|4
coming|18
comlex|10
commandes|5
commande|3
commands|11
command|13
comma|3
commedia|17
commemorative|3
commencent|3
commencing|3
commentaires|4
commentaries|11
commentary|33
commentators|3
commented|7
commenting|5
comments|51
comment|43
commercializing|3
commercially|6
commercial|57
comme|23
commissioned|3
commissioning|3
commission|10
commitment|14
committed|7
committees|7
committee|47
commit|5
commonality|3
commonest|4
commonly|31
commonness|4
commonplace|7
commons|4
common|260
communal|3
communicated|3
communicates|3
communicate|25
communicating|4
communications|36
communication|188
communicative|22
communion|4
communists|3
communities|43
community|248
commutation|3
compact|8
companies|13
companions|4
companion|15
company|31
comparable|36
comparaison|3
comparand|3
comparatively|6
comparative|34
compared|58
comparer|4
compares|6
compare|38
comparing|30
comparisons|21
comparison|91
compatibility|18
compatible|24
compelling|5
compel|3
compendium|3
compensate|5
competence|20
competencies|4
competency|3
competes|3
compete|3
competing|10
competition|5
competitors|3
compilations|4
compilation|19
compiled|21
compilers|3
compiler|6
compile|13
compiling|17
complaints|3
complain|3
complementary|12
complementation|3
complementing|5
complements|16
complement|21
completed|55
completely|52
completeness|4
completes|6
complete|134
completing|8
completion|18
complet|4
complexities|15
complexity|92
complexly|3
complex|248
compliance|3
compliant|20
complicated|19
complicate|4
complications|9
complication|4
compliqués|4
complutense|8
complètent|4
compléter|4
components|171
component|85
comportements|3
comportent|3
composed|20
composer|10
composing|8
composite|13
compositional|18
compositions|9
composition|33
compositor|3
compounded|8
compounds|20
compound|35
comprehenders|17
comprehend|4
comprehensible|7
comprehension|49
comprehensive|47
comprendre|8
comprend|3
compressing|3
comprised|10
comprises|20
comprise|15
comprising|5
compromises|4
compromise|8
compromising|4
compréhension|14
compte|11
compulsory|4
computationally|5
computational|166
computation|22
computazionale|3
computed|8
computerists|3
computerized|25
